author,category,datePublished,description,images,numberOfPages,price,sub_category,title
Thanh Dung,Sách Phát Triển Bản Thân,23/08/2019,"Thông tin tác giả    Robert Fulghum    
                                                                                                                                                Khi được hỏi: “Ông làm nghề gì?”, Robert Fulghum luôn trả lời rằng ông là một triết gia và sau đó giải thích rằng công việc mà ông yêu thích là suy nghĩ về những điều bình thường và bày tỏ suy nghĩ của mình qua những cuốn sách, những bài phát biểu hay những bức tranh. ...
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách “Trường mẫu giáo uyên thâm’’ tái bản từ quyển “Hạt giống yêu đời”. Cuốn sách “Trường mẫu giáo uyên thâm’’ có tên gốc tiếng Anh là “All I really need to know I learned in Kindergarten” (Tất cả những điều tôi học được từ trường mẫu giáo).Cuốn sách được viết bởi Robert Fulghum – một triết gia, diễn giả ở tuổi 65. Vậy, điều gì đã khiến Fulghum đặt tên cho cuốn sách Best-seller New YorkTimes với trên 7 triệu bản in của mình một tựa đề gây tò mò đến vậy?Bởi ông nhận ra những điều căn bản - các quy tắc ở trường mẫu giáo như việc tự thu gọn, cất về chỗ cũ, cùng chia sẻ đồ chơi hay không được phép đánh bạn… chính là những kết tinh của những kinh nghiệm được chắt lọc và kiểm chứng trong xã hội loài người. “Ta trưởng thành qua những gì ta làm, chứ không phải qua những điều ta nghĩ. Điều này đúng cho cả trẻ em và người lớn, trong phạm vi lớp học lẫn quốc gia.” – Fulghum viết.Từ những mẩu truyện tưởng chừng như đơn giản và hồn nhiên như “Con nhện”, “Bút sáp màu”, “Trò chơi trốn tìm”… Fulghum đã đan cài vào đó nhiều lớp lang và chiều sâu một cách tinh tế những bài học cao cả và tuyệt vời về giá trị sống trong bao điều giản dị quanh ta.Đó là những ngẫm nghĩ về cuộc sống và cái chết, tình yêu và nỗi buồn, những giá trị và triết lý sống sâu sắc mà bất kỳ ai cũng phải suy ngẫm. Giá trị ẩn sau những bài học này là sự thấu hiểu để chúng ta có một cuộc sống hạnh phúc, tâm trí sáng suốt, sự vững tâm, lòng dũng cảm và niềm lạc quan trước bất kỳ sự thay đổi nào trong cuộc sống cũng như sự bình an trong tâm hồn.Đúng như tựa đề, “Trường mẫu giáo uyên thâm’’ là những mảnh ghép thú vị từ cuộc sống, những câu chuyện hài hước ý nhị nhưng ẩn chứa trong đó những bài học uyên thâm đến không ngờ. Cuốn sách là món quà giá trị và bất ngờ cho bất kỳ ai đang đi tìm hiểu bản chất của những giá trị căn nguyên nhất trong cuộc sống. Mời bạn đón đọc.",full/521ad5caaf7ef067bbe38329407751d592f8bf64.jpg,280.0,84.000,Sách học làm người,Trường Mẫu Giáo Uyên Thâm
Tô Ngọc Hà,Sách Phát Triển Bản Thân,26/08/2019,"Thông tin tác giả    Hạ Bất Lục     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bạn là FA?Bạn là cô gái nhỏ đang chìm đắm trong tình yêu?Bạn là một cô gái mạnh mẽ, dù không có tình yêu vẫn sống vô cùng thoải mái?…Bạn là ai giữa vô vàn những cô gái sống trong thành phố này?Thời gian vốn chảy trôi không ngừng, còn vòng quay của vận mệnh phụ thuộc vào chính suy nghĩ của mỗi “cô gái” trong lòng bạn.Đừng quá quan tâm đến việc người khác đánh giá bạn thế nào, hãy sống theo cách mà bản thân cảm thấy tốt nhất. Làm tốt việc của mình, đi tốt con đường của chính mình. Bởi vì sống trong mắt người khác, chính là chuyện đáng thương nhất trong cuộc đời này.HY VỌNG BẠN CÓ THỂ SỐNG ĐÚNG VỚI CON NGƯỜI MÌNH, LÀM MỘT CHÍNH MÌNH TUYỆT VỜI NHẤT!Mời bạn đón đọc.",full/ed863e74ac906a83ca0ec05c0d1a9f7fa331b82b.jpg,296.0,129.000,Sách học làm người,Những Cô Gái Trong Thành Phố (Tặng Kèm 1 Cuốn Sổ - Số Lượng Có Hạn)
Mai Trang,Sách Phát Triển Bản Thân,15/09/2019,"Thông tin tác giả    Debra Fine    
                                                                                                                                                Debra Fine là thành viên Hiệp hội Diễn giả Hoa Kỳ (NSA), với 15 năm kinh nghiệm thuyết giảng và đào tạo cho các tổ chức trong và ngoài nước Mỹ, như Tập đoàn General Electric, Trường Đại học Kinh doanh Chicago, Tập đoàn Lockheed Martin, Tập đoàn Bất động sản thương mại CB, Công ...
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong những bữa tiệc đứng bàn chuyện làm ăn, có phải bạn chỉ biết đi lại loanh quanh cạnh bàn tiệc? Căng thẳng trong những buổi phỏng vấn xin việc hay chờ ai đó hỏi chuyện trước có đúng là tình trạng của bạn không? Có phải bạn muốn gây dựng quan hệ nhưng lại không biết bắt đầu từ đâu? Nếu đúng vậy, đã đến lúc bạn nên đọc Small Talk – Nói chi khi chẳng biết nói gì?Hãy học cách: Bắt đầu cuộc trò chuyện - thậm chí ngay cả khi bạn chẳng có gì để nói; Tránh những khoảnh khắc im lặng, vụng về, lúng túng; Tiếp thu những kĩ năng lắng nghe sẽ giúp bạn trở thành người giao tiếp tốt hơn; Chấm dứt cuộc trò chuyện một cách nhã nhặn; Biến mỗi lần trò chuyện thành cơ hội để gặt gái thành công!Trò chuyện không giống như tán gẫu; nó thực sự là một công cụ hữu ích để giúp bạn thăng tiến, có được sự tôn trọng của người khác, mở rộng việc kinh doanh, những mối quan hệ xã hội và khiến bạn ngày càng tự tin. Bằng những lời khuyên thực tế và giản dị Small talk – nói chi khi chẳng biết nói gì? Cung cấp những kỹ năng dễ thực hiện, giúp bạn cảm thấy thoải mái trong mọi tình huống giao tiếp. Debra Fine sẽ giúp bạn biết:- Kết giao với người khác trong mọi hoàn cảnh.- Luôn bình tĩnh, tự tin, làm vui lòng khách hàng.- Tránh được những giây phút im lặng vì bối rối, lúng túng.- Khiến người khác cảm nhận được sự ấm áp, lòng nhiệt thành của bạn và làm cho họ thích thú khi ở bên bạn.- Tạo được ấn tượng tích cực và lâu dài với người cùng trò chuyện ngay từ giây phút bạn chào họ.Mời bạn đón đọc.",full/042dfb5d97286227d279c6ca8612cb4d16d47d44.jpg,204.0,65.000,Sách học làm người,Small Talk - Nói Chi Khi Chẳng Biết Nói Gì?
Trần Hoàng Sơn,Sách Phát Triển Bản Thân,27/08/2019,"Thông tin tác giả    Vanessa Van Edwards     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Thu hút bất kỳ ai sẽ hướng dẫn bạn tìm hiểu 14 mẹo giải mã hành vi con người. Chúng là những công cụ đơn giản, mạnh mẽ mà bạn có thể dùng để thăng tiến trong công việc, cải thiện các mối quan hệ, và nâng cao thu nhập.Cũng như hình thức bên ngoài, nội tâm của chúng ta cũng rất đa dạng – nếu như không nói là khó đoán. Có những quy tắc ngầm về hành vi con người. Việc của ta là phải tìm cho ra chúng.Nếu bạn biết điều gì khiến người ta phản ứng, bạn sẽ có thể dễ dàng điều chỉnh lại hành vi, cách giao tiếp và các mối quan hệ của mình. Tìm cách thấu hiểu mọi người mà không có một khuôn mẫu thì cũng giống như là giải toán mà không biết cách lập phương trình. Cả hai việc đều vô cùng khó khăn, đòi hỏi ta phải trải qua vô số chuyện nhọc nhằn để đến đích. Cuốn sách này sẽ giúp bạn hiểu về cách “hoạt động” của con người và trao cho bạn những kỹ năng giao tiếp khoa học mà bạn không bao giờ được học ở trường.Phần I sẽ giúp bạn sử dụng thành thạo năm phút đầu tiên của bất kỳ một cuộc giao tiếp nào, bắt đầu một mẩu chuyện trò và lập tức khiến người ta yêu thích mình. Phần II sẽ hướng dẫn bạn những kỹ năng giúp bạn hiểu về người khác tốt hơn trong năm giờ đầu tiên của bất kỳ hình thức giao tiếp nào, bất kể đó là 5 buổi hẹn hò hay 5 buổi họp đầu tiên.Phần III sẽ nói về năm ngày đầu tiên. Để có thể hiểu rõ một người một cách sâu sắc hơn, bạn sẽ phải học cách thuyết phục người khác, lãnh đạo đội ngũ và tăng cường sức ảnh hưởng của mình với tất cả những người bạn gặp. Đây chính là đẳng cấp cao nhất của một kết nối, đồng thời cũng là bước cuối cũng và vượt trội nhất trong một tương tác.Nào, giờ thì hãy bắt đầu cuộc phiêu lưu nhé!Mời bạn đón đọc.",full/45d614c5b0a7d346bfe003c57d7fb97b52806911.jpg,408.0,128.000,Sách học làm người,Thu Hút Bất Kỳ Ai
Minh Gấm,Sách Phát Triển Bản Thân,09/09/2019,"Thông tin tác giả    Eckhart Tolle 
                                                                                                                                            Eckhart Tolle sinh năm 1948 ở Đức. Sau khi tốt nghiệp đại học, ông trở thành một nhà nghiên cứu tại Đại học Cambridge. Năm hai mươi chín tuổi, một sự chuyển hóa tâm linh sâu sắc đã làm thay đổi hoàn toàn những gì ông từng nghĩ về chính mình và hướng đi của đời ông. Từ ...
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Là một bậc thầy trong lĩnh vực tinh thần và tâm linh, Eckhart Tolle đã giúp rất nhiều người trên thế giới tìm thấy sự bình an và hạnh phúc trong cuộc sống. Cốt lõi chia sẻ của Tollet chính là việc thức tỉnh tâm linh, thoát khỏi bản ngã để hướng tới chánh niệm.Tác phẩm nổi tiếng nhất của Eckhart Tolle chính là “Sức mạnh của hiện tại” - được dịch ra hơn 50 ngôn ngữ và là tác phẩm bán chạy nhất được New York Times bình chọn. Nếu như “Sức mạnh của hiện tại” là cuốn sách chia sẻ thiên về “lý thuyết”, chiêm nghiệm của Eckhart Tolle về chánh niệm, sự giác ngộ; thì “Trải nghiệm sức mạnh của hiện tại” là sự tiếp nối thiết thực để đưa những minh triết, đúc kết thành những bài học cô đọng, lời khuyên hữu ích và những chia sẻ giàu tính thực hành.Trong “Trải nghiệm sức mạnh hiện tại”, bạn đọc sẽ học được cách trở thành nhân chứng cho những suy nghĩ trong đầu của mình, tách mình ra những dòng suy nghĩ hỗn mang của quá khứ và tương lai; để từ đó học cách đi vào hiện tại, xóa bỏ sự vô minh, nhận ra “Bản thể đích thực” của mình… Đặc biệt, trải nghiệm của Eckhart Tolle không phải là lý thuyết suông. Đó là những ý tưởng hữu ích để mỗi người có thể đi tìm “Bản thể đích thực” của mình một cách dễ dàng hơn - như việc tập quan sát những luồng suy nghĩ, hóa giải những đối nghịch trong tâm trí, học cách chấp nhận những biến cố, xem mối quan hệ như thêm một cách để rèn luyện khả năng tâm linh…Những nhà hiền triết và các bậc minh sư thường được ngưỡng mộ, vì họ có được những tri thức vượt trên tầm suy nghĩ thông thường, nhận ra vẻ đẹp bên trong của tình yêu thương, sự sáng tạo, niềm hân hoan, sự an lạc… Và tất cả những điều đó chỉ bắt đầu khi bạn nhận ra sức mạnh của hiện tại -  thoát ra khỏi tầm kiểm soát của tâm trí thông thường. Mời bạn đón đọc.",full/dc50bbe5816bdb8fb8098815df600eb269d0ee25.jpg,240.0,98.000,Sách học làm người,Trải Nghiệm Sức Mạnh Hiện Tại
Pháp Nhật,Sách Phát Triển Bản Thân,01/08/2019,"Thông tin tác giả    Pháp Nhật     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trọn vẹn, cảm nhận và yêu thương là ba yếu tố làm thăng hoa đời sống tinh thần của chúng ta. Chúng ta không thể cảm nhận được vẻ đẹp của sự sống nếu như chúng ta không trọn vẹn với sự sống. Trọn vẹn với sự sống có nghĩa là trọn vẹn với cái đang là. Trọn vẹn với những gì đang diễn ra ngay trong giây phút này và ngay ở đây.Khi ta có thể trọn vẹn được như thế thì ta sẽ cảm nhận được sự sống trong ta và xung quanh ta một cách sâu sắc hơn. Tâm yêu thương trong ta sẽ rộng mở với đất trời, thiên nhiên và vạn hữu.Mời bạn đón đọc.",full/695c3c72aba7d333d9db419045a994b8eeffc0ae.jpg,120.0,71.000,Sách học làm người,"Trọn Vẹn, Cảm Nhận, Yêu Thương"
Phương Thảo,Sách Phát Triển Bản Thân,09/09/2019,"Thông tin tác giả    Edward de Bono 
                                                                                                                                            TS. Edward de Bono được biết tới là tác giả, nhà nghiên cứu đứng đầu thế giới trong lĩnh vực sáng tạo và mô hình tư duy. Ông đã đã viết hơn 60 cuốn sách, được biên dịch trên 40 ngôn ngữ. Ngày nay, những phương pháp tư duy của ông đang được giảng dạy phổ biến trên ...
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tư duy và trí thông minh hoàn toàn khác nhau. Nếu ta ví trí thông minh như mã lực của xe, thì tư duy sẽ là kỹ năng lái xe. Rất nhiều người có trí thông minh siêu việt nhưng lại tư duy kém và vướng vào “cái bẫy thông minh” của chính mình. Trong khi nhiều người kém thông minh hơn lại phát triển được kỹ năng tư duy ở trình độ cao.Tư duy là kỹ năng có thể học hỏi, rèn luyện và phát triển. Vậy làm thế nào để rèn luyện khả năng tư duy trở nên sắc bén? Không cách nào tốt hơn việc lắng nghe và tiếp thu phương pháp tư duy từ nhà nghiên cứu hàng đầu thế giới Edward de Bono.Trong cuốn sách “Tự luyện cách tư duy”, Edward de Bono trình bày một cách khoa học và sâu sắc về vai trò của tư duy đối với mỗi con người cũng như cách bộ não chúng ta vận hành trong quá trình tư duy. Từ đó, ông đưa ra mô hình 5 bước tư duy hiệu quả. Quá trình này bao gồm việc đánh giá những mục tiêu của bản thân, phân loại các thông tin hiện có, xác định những lựa chọn khả thi, đưa ra quyết định và cuối cùng biến suy nghĩ thành hành động.Với mỗi bước tư duy, Edward de Bono đào sâu, đưa ra những công cụ tư duy mạnh mẽ tiếp cận căn nguyên bản chất mỗi vấn đề. Ví dụ, để xác định mục đích, tác giả Edward de Bono đưa ra phương pháp xác định, tái xác định, mở rộng, thu hẹp… để xác định đúng vấn đề cần giải quyết. Với bước chuyển suy nghĩ thành hành động, tác giả đưa ra các bước thiết kế hành động, lên kế hoạch, khuếch đại các hành động bằng việc liên minh và hợp tác… dựa trên kết quả từ những bước tư duy ban đầu.Nếu như cuộc sống của bạn, hoặc doanh nghiệp của bạn là cấp số nhân của hàng loạt các quyết định và hành động thì cuốn sách “Tự luyện cách tư duy” là công cụ và phương pháp sắc bén để bạn có được những quyết định “tinh khôi”, sáng tạo đột phá, những bước đi nhanh và vững chắc đến bất cứ mục tiêu nào. Mời bạn đón đọc.",full/adc31a42103e8d17386b223c0d9b481ac900253c.jpg,288.0,108.000,Sách học làm người,Tự Luyện Cách Tư Duy
Nguyễn Huy Cường,Sách Phát Triển Bản Thân,03/09/2019,"Thông tin tác giả    Đỗ Thị Diệu Ngọc     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Huy Cường 
                                                                                                                                            Nguyễn Huy Cường
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chắc hẳn nhiều người khi thấy tiêu đề “Critical thinking” sẽ thắc mắc tại sao không phải là “Tư duy phản biện” mà là “Tư duy biện luận”? Xét về ngữ nghĩa, từ “phản biện” mang nghĩa xét lại, phản đối một quan điểm, một ý kiến nào đó. Còn khái niệm “biện luận” ở đây được dùng mang hàm nghĩa rộng hơn, có tính xây dựng và sáng tạo hơn, bao hàm các bước thu thập, phân tích, đánh giá dựa trên sự cân nhắc nhiều khả năng.Cách chúng ta nghĩ có ảnh hưởng và quyết định đến chất lượng cuộc sống của chúng ta. Đặc biệt trong thời nay, con người bị bủa vây bởi rất nhiều áp lực và thông tin đa chiều, do đó cần có phương pháp rèn luyện, làm chủ kỹ năng tư duy để học tập và làm việc hiệu quả. Cuốn sách Tư duy biện luận – Nghĩ hay hơn hay nghĩ do tác giả Đỗ Thị Diệu Ngọc và Nguyễn Huy Cường – hai giảng viên ngành Ngôn ngữ Anh biên soạn nhằm mục đích này.Những nội dung trình bày trong cuốn sách sẽ đưa bạn đi từ những khái niệm cơ bản nhất, khám phá dòng chảy tư duy từ cổ đại với tam đại triết gia Plato, Socrates, Aristotle đến hiện đại với “bậc thầy của tư duy sáng tạo” – Bono, sau đó tìm hiểu những yếu tố căn bản của lập luận và những lỗi ngụy biện phổ biến. Và “tri thức chưa có sức mạnh chừng nào còn chưa được áp dụng” – Dale Carnegie, phần quan trọng của cuốn sách là hướng dẫn bạn phương pháp rèn luyện tư duy qua những tình huống đa dạng, sinh động trong đời sống. Phong cách viết gần gũi, sinh động, gợi mở, cuốn sách phù hợp với mọi đối tượng độc giả, đặc biệt học sinh, sinh viên.Mời bạn đón đọc.",full/5020ad4f65a96384477926314f180739c97f74b8.jpg,232.0,99.000,Sách học làm người,Tư Duy Biện Luận
Nguyễn Hữu Dũng,Sách Phát Triển Bản Thân,10/09/2019,"Thông tin tác giả    Edward de Bono 
                                                                                                                                            TS. Edward de Bono được biết tới là tác giả, nhà nghiên cứu đứng đầu thế giới trong lĩnh vực sáng tạo và mô hình tư duy. Ông đã đã viết hơn 60 cuốn sách, được biên dịch trên 40 ngôn ngữ. Ngày nay, những phương pháp tư duy của ông đang được giảng dạy phổ biến trên ...
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lối suy nghĩ truyền thống của người phương Tây (và của con người nói chung) thuờng không khuyến khích họ có những suy nghĩ mang tính xây dựng. Và Phương pháp Sáu Chiếc Mũ Tư Duy (tư duy song song) ra đời là để thay đổi quan điểm lỗi thời đó.Tư duy song song có nghĩa là vào cùng một thời điểm, tất cả mọi người đều nhìn nhận vấn đề từ cùng một hướng.Phương pháp tư duy song song tập trung khai thác những ý tưởng và sáng kiến mà mỗi người có được trong từng phuơng hướng tư duy. Vì thế, mọi người phải cùng đội chiếc mũ màu đen vào một thời điểm được chỉ định, sau đó tất cả lại đội lên đầu chiếc mũ màu trắng vào một lúc khác. Chỉ như thế mới là tư duy song song, và chỉ có thế ta mới sử dụng được một cách hoàn toàn và đầy đủ kinh nghiệm cũng như sự thông minh của mỗi người.Mời bạn đón đọc.",full/ebc259fb7beba4f7cfb4a387a4c119439e39c499.jpg,272.0,99.000,Sách học làm người,ETS - 6 Chiếc Mũ Tư Duy (Tái Bản 2019)
Minh Phương,Sách Phát Triển Bản Thân,05/09/2019,"Thông tin tác giả    Lư Tư Hạo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Những ngày mười tám đôi mươi ta đều mơ những giấc mơ lớn, đều khao khát đạp tung tất cả để bay ra khỏi vòng tay của gia đình, mẹ cha.Những ngày hăm lăm nhìn lại hình như giấc mơ đã tiêu hao đi ít nhiều… Ta chậm lại, bớt kì vọng hơn, cũng bớt nỗ lực hơn.Hình như ta không còn trẻ nữa.Để rồi những bộn bề của cuộc sống cuốn giấc mơ của bạn đi như dòng nước hững hờ cuốn trôi chiếc lá. Cứ thế, bạn vội vã trưởng thành, vội vã yêu, vội vã sống, vội vã quên đi khát khao mình từng có. Ừ thì ta lớn rồi phải không?Nhưng bạn biết không: Bung mình ra sống một đời nhiệt huyết rực rỡ hay thu mình lại bình bình yên yên nơi góc nhà…lựa chọn là ở bạn?Tuổi trẻ của bạn chẳng phải tuổi tác hay số đếm, tuổi trẻ được định nghĩa bằng đam mê, bằng ngọn lửa bằng khao khát trong bạn.Một ngày bạn còn sống với những khát vọng, còn bản lĩnh dám chọn những thách thức chính là tuổi trẻ của bạn.Trẻ mà ngu ngốc cũng được nhưng đừng bỏ cuộc.Trẻ mà sai cũng được nhưng đừng gục ngã.Trẻ mà đi chậm cũng được đi nhanh cũng được nhưng đừng quên ước mơ đời mình.Nếu tuổi trẻ chẳng có gian truân, chỉ đơn giản là ngày dài tháng rộng lẳng lặng trôi qua, là sắp đặt của mẹ cha, là an ổn sống một đời tẻ nhạt… Vậy chẳng phải hoài phí lắm hay sao?Được chắp bút bởi một trong những tác giả trẻ tài năng nhất Trung Quốc – Lư Tư Hạo, “Dám mơ lớn, đừng hoài phí tuổi trẻ” gieo vào lòng bạn một ngọn lửa nhỏ âm ỉ mà sáng trong để nhen nhóm lại những giấc mơ mãnh liệt trong bạn.Để ngoài kia là mây trời là những chuyến đi, là công việc bạn khao khát, là ước mơ bạn đã từng... Chẳng có thành công nào quẩn quanh trong chiếc hộp an toàn của bạn.Mời bạn đón đọc.",full/3a2d6d7a094f0f37cbae379af7ae0764f98d797b.jpg,328.0,89.000,Sách học làm người,"Dám Mơ Lớn, Đừng Hoài Phí Tuổi Trẻ"
Nguyệt Minh,Sách Phát Triển Bản Thân,27/09/2019,"Thông tin tác giả    Liễu Thuật Quân 
                                                                                                                                            Liễu Thuật Quân là một cố vấn tâm lý nổi tiếng, là tác giả có sách tâm lý bán chạy nhất ở Trung Quốc. Các cuốn sách của Liễu Thuật Quân có giá trị thực tiễn cao, đóng góp rất lớn trong việc giải quyết các vấn đề tâm lý học công sở, được các độc giả gần xa ...
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Có phải bạn luôn cảm thấy bản thân cả ngày bận tối mắt tối mũi nhưng đến cuối cùng vẫn không đạt được thành tựu gì?Trong khi đó, lại có rất nhiều người thành công trong cuộc sống, nhìn họ lại chả có vẻ gì là rất bận rộn.Một người muốn công thành danh toại, thì cần phải sống có kế hoạch, nếu không sẽ rơi vào tình cảnh “tham bát bỏ mâm”, lợi bất cập hại. Có nhiều người luôn cảm thấy mơ hồi trong cuộc sống, luôn không ý thức được việc gì là quan trọng, nếu tiếp tục như thế sẽ rơi vào hỗn loạn, rơi vào mê cung, không có lý tưởng, lúc nào cũng vùng vẫy đấu tranh. Một khi phạm sai lầm, cuộc sống sẽ không còn tin những giọt nước mắt của bạn nữa. Những tiếng oán thán của bạn cũng chẳng có ai muốn lắng nghe. Đừng cho rằng đây chỉ là những lời nói quá để dọa nạt.Làm thế nào để bận rộn mà có hiệu suất cao, làm thế nào để bận rộn mà mang lại hiệu quả?Khi đọc cuốn sách này, bạn sẽ nhận ra: quản lý tốt thời gian có thể giúp bạn giải quyết công việc tốt hơn, nhẹ nhàng hơn; nắm được phương pháp làm việc đúng, có thể giúp sự bận rộn của bạn có được những đền đáp xứng đáng; giữ tâm thái tốt, có thể giúp bạn sớm đạt được thành công. Cuốn sách này chia sẻ câu chuyện của những người thành công trên thế giới từ xưa đến nay, giúp các bạn trẻ biết cách loại bỏ “sự bận rộn mù quáng”, làm thế nào để tạo ra hiệu suất và thành quả, và cung cấp những phương pháp thiết thực, dễ thực hiện, vận dụng, học tập. Đọc kĩ cuốn sách này chắc chắn sẽ có lợi cho bạn, giúp bạn thoát khỏi vòng luẩn quẩn của sự bận rộn mù quáng.Mời bạn đón đọc.",full/f6f66156784c5f1599a7fd63079d80cfa415bc3e.jpg,316.0,118.000,Sách học làm người,Thoát Khỏi Vòng Bận Rộn
Nguyễn Vinh Chi,Sách Phát Triển Bản Thân,22/09/2019,"Thông tin tác giả    Lý Tư Viên     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuộc sống ngày nay đã trở nên thuận tiện hơn hết, chỉ cần lướt web, nhấn link, là muốn ăn, muốn uống, muốn sắm đồ gì cũng được… Khi rỗi việc, thậm chí chẳng rỗi, ta cũng dán mắt vào màn hình, nhấn điện thoại, chat liên hồi, nhưng… hình như ta không hề cảm thấy cuộc sống mình vì thuận tiện, dễ dãi thế mà thú vị lên, ngược lại, cuộc sống ta cảm thấy dần tẻ nhạt đi, mất rất nhiều ý nghĩa… Chúng ta đã tự lười đi, chảy ra… từ bao giờ chẳng rõ…Những niềm vui thường nhật, trực tiếp, từ mặc cả quần áo ở tiệm may, kỳ kèo thực phẩm ở phiên chợ nhộn nhịp, rồi tay dao tay thớt khi vào bếp, vì không để ý, vì quá lười, vì mải trong cuộc sống quá tiện nghi, ta đã đánh mất lúc nào không biết…Và, ngoảnh đi ngoảnh lại, ta vô tình đã mất đi quá nhiều, đã trả giá không rẻ…Với nhiều người, là hạnh phúc, với nhiều người, là tình yêu đẹp đẽ, với nhiều người khác, là cả tuổi thanh xuân…“Cuộc đời rực rỡ đừng sống không màu”, là tác phẩm nổi đình đám, bán chạy nhất suốt ba năm liền 2017, 2018, 2019 của Lý Tư Viên, cây bút nữ được hâm mộ khắp Trung Hoa, sẽ bày tỏ những nghĩ suy thấm thía, già dặn, và rất mực hữu ích về tình yêu, tình bạn, sự nghiệp, tuổi thanh xuân, về lối sống mà những người trẻ cần có, khi bước vào đời…Mời bạn đón đọc.",full/398522c75281658060826e2f3030859590379dcb.jpg,412.0,129.000,Sách học làm người,Cuộc Đời Rực Rỡ Đừng Sống Không Màu
Thanh Thảo,Sách Phát Triển Bản Thân,09/09/2019,"Thông tin tác giả    Dave Evans     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Bill Burnett     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Cuộc sống đặt câu hỏi, họ có câu trả lời."" - The New York TimesTrong ""Thiết kế một cuộc đời đáng sống"", Bill Burnett và Dave Evans giới thiệu cách tư duy thiết kế giúp chúng ta giải quyết các vấn đề tréo ngoe trong cuộc sống. Mọi điều khiến cuộc sống rộng lớn này trở nên thú vị, ý nghĩa và trọn vẹn hơn đều đến từ quá trình tư duy thiết kế nhằm giải quyết vấn đề.Để bắt đầu, bạn không cần gì ngoài một tinh thần sẵn sàng thử nghiệm bất chấp khó khăn, thậm chí là thất bại. Vì những điều không như ý cũng là những cơ hội học hỏi, bạn không thể thất bại, hay nói theo cách của tác giả, cách duy nhất để bạn làm sai là không làm gì cả. Không quan trọn bạn là ai, làm công việc gì, đã có tuổi hay vẫn còn trẻ, bạn có thể sử dụng chính phương pháp tư duy đã tạo ra những công nghệ, sản phẩm và không gian tuyệt vời để thiết kế sự nghiệp và cuộc sống của mình. Một cuộc sống được thiết kế chỉn chu sẽ có khả năng tự làm mới chính nó, đó là một đời sống sáng tạo, phong phú, luôn biến đổi, tiến triển và không bao giờ thiếu những bất ngờ thú vị.Chúng ta còn mong gì hơn thế?Mời bạn đón đọc.",full/5b8f7f74cefef2fef223f9b9fced7bd20aa8087f.jpg,296.0,118.000,Sách học làm người,Thiết Kế Một Cuộc Đời Đáng Sống
Bùi Nhung,Sách Phát Triển Bản Thân,09/09/2019,"Thông tin tác giả    Cao Thụy Phong     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đã bao giờ bạn rơi vào tình cảnh éo le như này chưa?Mặt mộc sưng vù, diện đồ ngủ ra khỏi nhà, tình cờ gặp ngay người yêu cũ.Râu chưa cạo, tóc chưa gội vuốt, cả người nhễ nhại mồ hôi đi đổ rác, bất ngờ gặp cô gái khiến bạn trúng tiếng sét ái tình.Những tình huống khiến bạn dở khóc dở cười ấy đều xuất phát từ lý do xem nhẹ nghi thức trong cuộc sống. Bạn cứ mơ mơ màng màng sống cho qua ngày, chỉ biết cắm mặt vào kiếm tiền, ngu ngu ngơ ngơ, cả một đời tạm bợ như vậy trôi đi. Cuộc sống vốn đã bình thường, vì sự tạm bợ của bạn mà càng trở nên tầm thường nhạt nhẽo.Mỗi người sẽ có một cách khác nhau để sống những tháng ngày tuổi trẻ, có người dành trọn thanh xuân cho các cuộc tình, có người dành cho công việc, lại có người chỉ để tự yêu thương mình. Nhưng dù bạn lựa chọn thế nào, cũng đừng để bản thân phải nuối tiếc quãng thời gian son trẻ đầy nhiệt huyết. “Cứ sống tạm bợ mãi được sao?” không phải câu hỏi, mà là lời nhắc nhở những tuổi xuân đang trôi qua trong nhạt nhòa buồn tẻ. Bởi chúng ta chỉ sống một lần, bởi cả một đời quá dài, nên đừng để “tạm bợ” trở thành cái cớ để tự hạ thấp giá trị cuộc sống.Mời bạn đón đọc.",full/2d07feeac4cb0a737636a72910752ec7fe257f3e.jpg,264.0,98.000,Sách học làm người,Cứ Sống Tạm Bợ Mãi Được Sao?
